Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0028538027833535026,0.00334349739918022,0.015256387704440474,0.1321813063454306,0.2859480653141493,0.611475105390706,0.8693060930739647,1.451022031636502,1.872446820014197,4.002090732369361,4.569091599775981,5.207135489587884,5.6460731325353555,6.574683084839127,7.478015004815187,8.774805628856443,10.968005386503567,13.049670352416673,17.69856719215258,20.7162218355242,21.950880135011293,24.546145482360604,27.723330976951225,31.691354339205343,40.97904135576504,46.06252598325709,54.51440956635833,62.92642391619024,65.47536008409678,66.28634908690344,
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.26818400827837935,0.43387105326936704,0.6861767321160439,0.9741653268487337,1.9652821304891699,3.7082840958427465,6.801857804270623,10.651134851854065,15.876499650236212,22.89709164770776,30.53431386175101,36.638972771688515,44.680557346694414,49.77614802361367,54.96884030338726,58.49496488555872,60.44132245087552,65.68974948786683,67.67613142569901,68.89792867361703,70.99368412394807,71.41090992698331,74.22373002577537,75.70651705420877,77.32368111282337,78.65498204595981,83.18472014073292,84.41904248691499,85.98858680286487,87.47603238659121,90.39198245149869,90.66443713442844,92.29478464311646,
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.090971944,0.21438525,1.316164696,3.448900232,6.35706,6.25159,8.20022,14.1243,17.8845,21.5422,25.108,28.59,33.87,44.6,49.0,49.0,52.8766,56.8,60.68,64.5602,68.4404,72.7039,,,,,,
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.190209535,0.930185833,3.083749186,3.52002985,4.070728915,4.86368,6.17027,10.2261,19.2423,20.7016,24.7335,28.9741,37.0,44.3,53.1,69.0,69.0,69.3,85.3,91.49,92.8848,95.1247,97.3888,99.6528,99.6528,99.6528,100.0,100.0,
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.003703214,0.026300162,0.074952756,0.221622649,0.445444676,2.237649473,2.697580217,3.61372,4.53867,6.58,8.9,15.0,21.5,24.66,28.3,32.42,36.6,39.93,40.01,45.88,49.7645,54.0783,55.7632,59.504,63.7473,70.6813,73.6575,78.4553,83.5904,85.5031,89.2034
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.000672532,0.013447238,0.053817493,0.148151042,0.26975293,0.472963763,0.812744451,1.018984614,1.97723,2.94437,4.12827,8.29886,12.8594,15.2267,18.0233,24.66,32.0,42.55,49.0,58.0,66.0,67.97,70.5176,70.0992,73.0914,76.0081,80.8647,82.6422,84.9947,88.2138,90.418,92.245
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.000883372,0.001625791,0.011763573,0.067176482,0.0628315,0.240672,0.292785,0.356918,0.430854,0.556041,,2.11539,4.5,7.7,8.0,7.0,8.02385,9.0,10.6,12.5,14.6,17.2,19.2,21.358,23.8,29.432,34.4405,
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.00008472078386876089,0.00016577339439693373,0.0008512782808734393,0.019977266630113854,0.040563748180544194,0.06003824367065907,0.11699040152353417,0.22607284029497612,0.4736259336006031,0.6683700066812113,1.4717803058249075,1.868774727552912,2.2186446181791575,2.582538279681909,3.020660307665224,4.005721128035384,4.432427407396167,5.1421504821574615,7.163605138427313,9.207157943146953,10.085490586045628,11.292618766049072,12.820936888411333,14.19013478306451,16.192962427543936,18.065240734733322,20.182985585388867,27.96652693579252,39.060643043175205,42.850647693523236,,
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.010956134,0.026732651,0.052099031,0.101429893,0.49358534,2.21069,4.68105,6.38471,8.00158,10.2345,12.705,19.4596,30.0,36.0,38.0,41.0,47.5,54.0,60.5,64.7137,69.6162,74.8793,94.1756,93.31,95.7247,97.8623,100.0,100.0,100.0
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001231819,0.004805071,0.008794581,0.025785,0.140185,0.439478,0.538472,0.791562,1.29204,,8.66,,,,,,,,,14.1,18.6,24.6,25.9,26.4383,27.6336,28.7045,
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.000692848,0.011238219,0.027347441,0.079871379,0.311090952,0.403967,0.983794,1.00645,2.10144,4.38602,4.78668,5.61174,6.89,7.12,7.5,8.0,9.8,10.8,13.1,17.7,21.7,25.6648,29.6431,35.3,43.4,53.3088,54.9741,59.9832,
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.161504498,0.471368155,0.763278139,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36.0,41.6704,47.0,53.8379,62.0,61.0,59.0,69.9,69.0,69.0,71.0,71.0,72.0,80.9021,79.0292,79.013,84.4523,84.4523,88.1656,88.9493,92.0043,96.9247,95.9539,94.2863
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.02487191,0.268683585,0.391923246,0.508292797,0.494541498,0.481297,0.468552,0.50192,0.55561,0.649673,0.844308,1.64635,2.0,3.0,4.0,5.0,6.0,6.9974,8.0,9.0,10.0005,11.0009,15.1,20.9,28.7,39.5527,47.3313,44.9575,
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.002506116,0.004987835,0.014805065,0.048490656,0.118254,0.160264,0.176199,0.190173,0.203008,0.215392,0.227669,0.239835,0.25,0.26,0.58,0.9,2.5,4.0,6.0573,6.34442,11.7732,13.2369,15.8,20.8,27.4681,27.595,30.3518,
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.086389581,0.256960679,0.425253672,0.845428741,1.1774,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.3214,23.1093,24.7617,26.8026,28.9971,33.8207,43.8,50.4912,54.6014,58.5986,62.8885,
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.7995,50.3417,50.8348,50.0035,50.5663,50.2596,50.2087,50.3648,54.52,54.21,,49.6,,,,,,60.1823,,67.8507,77.95,81.67,85.0607,
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.0790392,0.115614,0.376198,1.05345,1.07733,1.10022,1.12224,1.14269,1.16061,,1.25,1.3767,1.5,1.63,1.76,1.88,2.00405,,,15.0237,19.8606,27.6,
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.4504,62.0751,65.317,67.0568,70.3308,73.3607,77.4168,78.368,81.1659,83.5383,85.3575
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0010335310823220744,0.003006454291408437,0.008725655997831313,0.018914047485854096,0.0516269095580683,0.07223992115792195,0.1349457630927314,0.24444651395622996,0.37326420940741584,0.5128569400744332,0.650770755220308,0.8327722001908593,1.1067771744196668,1.4871577326760934,2.0135320739384155,2.6613777668356846,3.380655017766206,3.677637748702758,4.325858495255286,6.149884040002741,7.607628855362881,9.302634254087277,11.188857637602096,13.393011885455785,16.226098106624878,18.203338488088157,19.992086387792952,22.73239835849179,24.550501799289144,28.37390766682053,31.103688952680077,34.20834125751513,
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.6,3.0,3.5,4.1,4.8,6.7,9.27123,9.64241,12.1407,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0010333900629440696,0.0030060510931948924,0.008724506494451766,0.018911592717831056,0.051620303531619276,0.07231788564188284,0.1350885355292046,0.2447271145532117,0.37397653286120514,0.5137069747239544,0.6520355744912222,0.8343979178887929,1.1083876040937688,1.4898396389128288,2.0,2.5,3.3,3.8,4.4,6.1,7.6,9.2,11.1,13.2,15.5,17.4,19.7,22.2,25.3,28.6,31.4,33.6,36.7
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.009999096631708263,0.04053238785041441,0.09021723307658522,0.26847400696718937,0.6338401268361511,1.2372214678472453,2.1714771197320584,3.7275462057342232,4.834034946379229,7.56133588359039,9.586609867967884,12.69511289282168,14.516091534349535,16.838997104567607,18.9,20.8,23.1,26.5,29.1,32.3,36.8,40.3,43.2,46.5,49.8,53.3,58.5,61.2,66.2,70.7,73.5,75.1,77.7
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,0.295847047,0.363203161,4.63852,6.31092,7.58067,10.1618,13.3229,13.7595,14.182,14.5905,15.48,16.41,18.75,20.1612,21.5724,23.0,24.41,25.82,28.0,32.6,38.0,44.3,51.5547,56.1138,56.9899,
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.114720735,0.226306297,1.003086936,1.670148436,1.891871357,2.50641,3.06445,4.16157,4.71988,6.07605,6.40309,9.49963,14.11,21.06,31.36,31.59,32.0,34.6812,37.4,40.08,42.7638,45.4,48.9452,55.1,62.0,69.8369,71.992,75.7614,
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.127829232,0.318509704,0.523210163,0.783290109,1.173381014,2.689809786,5.437758139,9.4268,12.5283,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70.0,75.71,74.44,76.71,77.8826,79.9843,77.6347,80.4759,81.6257,80.4489,82.8537,89.9209,88.9256,89.0677,87.2131
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.409792399,1.071570172,2.898985609,5.072272271,7.591923004,10.10460285,12.61093843,15.1103,30.1759,27.8389,31.8548,40.81,46.81,54.01,56.74,58.0,64.0,70.0,67.34,68.35,72.6756,71.5863,73.0987,75.4985,78.8854,79.75,83.1084,86.6013,89.004,88.9125,90.3779
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.584192066,1.160519453,1.497871352,1.716364182,3.412810096,5.098024244,9.04359976,23.72794756,33.46751233,41.43278316,45.6877,51.7657,70.57,79.13,83.89,84.83,87.76,82.01,90.0,91.0,90.0,92.77,93.18,94.7836,92.5236,90.6102,89.6509,93.0063,89.247,94.4934,94.5394,94.6703,95.0097,95.7033
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.00103175,0.050399009,0.088545986,0.096099605,0.4707176,0.926192,1.28159,1.8162,2.43707,3.22869,3.69696,3.69654,4.1,6.85,8.94,11.04,18.13,20.7818,24.7,25.0,25.643,28.57,35.3,39.4,43.9,49.013,56.1988,58.2502,
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.651474286,1.28295593,2.526177514,6.229054803,7.39563,11.0151,14.3042,14.5925,24.2721,25.4133,34.952,38.38,40.44,,41.0,43.164,47.076,50.4,51.2547,54.2596,56.5147,62.6,69.2,76.6,84.8223,80.7475,86.6654,
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032607814,0.063687286,0.124295462,0.181699,0.353759,2.0931,3.39797,4.32159,5.64811,7.83255,11.5,14.0,17.3,20.7,22.5,24.3001,26.2,28.09,29.9798,31.8696,32.7,33.77,34.65,35.78,,,
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.000658168,0.004268504,0.012321728,0.0357071,0.0459341,0.16607,0.320309,0.36092,0.399258,0.581046,0.847225,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5.8,6.4,7.0,7.6,8.34311,11.0057,12.1839,
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,1.8024948232561037e-6,0.00002367452939904589,0.0008863952146544467,0.003692909314396585,0.01207665594683464,0.03380771186906881,0.09598660283004162,0.3286315083824325,0.8640392640951816,1.9176556049617395,2.8141468717009595,4.459188811632891,5.825304608600245,6.956469985500949,8.4,10.3,14.5,19.5,24.0,29.3,32.7,36.1,38.7,41.2,44.1,47.7,50.1,55.8,60.7,67.2,71.4,74.6,78.3
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0004723860454608788,0.004935069627309558,0.018974833212140416,0.06719621444958235,0.1398041920400639,0.2987184434130765,0.5353077427651414,1.0175108994699607,1.5292879792584995,2.4968434915389275,3.595680616800355,6.591506819566584,9.099368998757281,12.893934131504768,14.7,17.8,23.0,28.3,34.8,40.1,45.5,50.8,53.7,57.5,59.3,63.2,66.9,71.7,75.2,78.6,82.3,85.1,88.2
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.010929139,0.211139465,0.305583935,0.590363264,0.8,0.9,1.0,1.2,1.5,1.8,2.0,2.2,2.4,2.6,3.0,3.5,4.0,4.5,5.7,7.12,11.31,12.3602,15.5,20.7273,29.0237,32.5051,37.6212,
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0000522,0.000343725,0.013580966,0.038614321,0.074825338,0.115472136,0.360522185,1.091218985,2.426242432,3.68904,5.55633,7.53125,9.29903,10.6773,15.026,17.1607,20.03,18.2,20.1,22.4,23.6699,26.46,28.94,34.8861,39.3161,47.505,52.8919,56.8175,66.6524,77.8437,85.2696,87.9772,89.5352
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.032791858,0.0485996,0.0512591,0.0554628,0.0645838,0.0774799,0.29869,3.77241,7.19762,8.78,10.07,11.55,13.03,14.51,16.0,17.49,18.98,20.47,21.96,,,27.5441,28.34,36.0872,
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04502077,0.133282,0.17521,0.302132,0.425183,0.754054,0.997257,1.31957,1.40636,1.75,1.95,3.0,5.0,7.1958,9.6,12.2,14.9968,17.9903,21.251,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0022864304295037337,0.009940674248424564,0.021824774907930774,0.04430104513954751,0.10641813855241344,0.3145693120953659,0.6140109654044907,1.238422677868532,2.0592853159603255,3.9034666080772404,5.64646109870866,8.894341615666919,11.321679130403819,14.455381068596875,16.7,20.9,23.9,26.7,31.3,35.0,39.7,43.4,46.4,49.0,54.6,57.7,62.4,65.4,68.0,74.2,76.0,77.7,81.1
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0990318,0.5,1.0,1.5,2.0,3.0,4.0,7.0,11.0,17.5,18.6,21.2,24.2,27.6,28.0046,32.0127,35.5407,40.7521,
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.00024497822205868944,0.0020144053401516277,0.011439386432819328,0.026861696712338772,0.08001870479064584,0.1702641172377991,0.4388106775562823,0.8635918205326655,1.1466250823791182,2.8134892167417065,4.040306587210546,7.524161947918148,8.5,9.9,11.9,15.0,17.6,20.5,22.8,25.8,29.5,34.4,38.6,42.8,48.4,52.1,57.9,65.1,68.3,71.5,74.0
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.12323112,0.163793456,0.510866122,0.765134358,1.01796712,2.4344,2.82537,2.9073,2.98582,3.95237,4.90778,5.85394,7.17987,8.11077,10.0,16.0,25.0,30.0,32.754,35.9544,38.6513,39.95,46.2,53.4,61.78962999,66.64843101,57.5486,,
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.00008472078386876089,0.00016577339439693373,0.0008512782808734393,0.019977266630113854,0.040563748180544194,0.06003824367065907,0.11699040152353417,0.22607284029497607,0.47362593360060323,0.6683700066812113,1.4717803058249075,1.868774727552912,2.2186446181791575,2.5825382796819087,3.020660307665224,4.005721128035384,4.432427407396167,5.1421504821574615,7.163605138427311,9.207157943146953,10.085490586045628,11.292618766049072,12.820936888411333,14.19013478306451,16.192962427543936,18.065240734733322,20.182985585388867,27.96652693579252,39.060643043175205,42.850647693523236,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0010333900629440696,0.0030060510931948924,0.008724506494451766,0.018911592717831056,0.051620303531619276,0.07231788564188282,0.1350885355292046,0.2447271145532116,0.37397653286120514,0.5137069747239543,0.6520355744912222,0.8343979178887931,1.1083876040937688,1.4898396389128283,2.0,2.5,3.3,3.8,4.4,6.1,7.6,9.2,11.1,13.2,15.5,17.4,19.7,22.2,25.3,28.6,31.4,33.6,36.7
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.158149899,0.393080525,1.173174658,2.724825339,5.814250962,7.72141,15.3846,21.9987,25.9718,27.0243,28.9767,30.0037,32.3,34.8,44.3,48.5,55.2,57.5,59.9,62.4,65.1,67.8,70.6,72.8,75.0,77.2813,79.0,79.9843,
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.007379544,0.011191954,0.027615372,0.043656974,0.107940957,1.602494764,2.75074,4.29797,5.25289,6.49085,8.52882,9.65509,12.9864,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.6,55.5002,64.1908,66.7,68.5564,68.3155,73.8379,
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.008457732,0.049869182,0.081691205,0.192724936,0.473695432,0.698805129,2.292117685,3.76169,5.18948,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.0657,45.13,46.25,51.0374,53.745,58.3477,64.6846,71.0428,73.9767,77.6696,81.4084,83.4372,85.9607
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5.24164,5.7,6.3,6.9,7.6,8.3,9.1,10.0,11.2,12.8,14.6,16.5,18.7,21.2,24.1,27.3,31.0,35.2,,,75.4424,82.2681,81.1913,
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.001622155,0.007900283,0.009244125,0.075130889,0.117194,0.1713,0.222484,0.676963,0.877575,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7.0,10.0,13.5042,16.0,17.1,18.2773,25.6424,29.7016,31.8913,
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.002863471,0.004625948,0.010319341,0.065289465,0.10554394,0.163714,0.237945,0.384094,0.46485,0.719971,1.74221,2.52936,3.67197,3.88,4.1,4.3,4.6,4.8,5.1,5.4,5.8,5.9,5.9,6.0,6.017815092,7.4,10.0,,
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.00077697,0.013641246,0.043083985,0.098580381,0.198821885,0.301075792,0.405385448,0.716184,1.23876,1.87389,3.14813,3.48948,3.74976,4.50612,6.55,11.0,17.9,23.3,28.7083,35.27,40.9541,46.236,48.8846,53.001,58.8895,62.5532,70.1248,75.0379,79.2183,,
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0007216798317319496,0.0024545247459725004,0.006754331111427521,0.016722863153840646,0.04283917409120149,0.10465933886614194,0.23022974292963924,0.5253246261837096,1.1513269632895187,2.3075512800607734,3.392652778854009,5.598555279136241,7.177806331813536,8.805310377042199,10.2,12.6,16.7,21.3,25.8,30.6,34.6,38.3,41.5,44.3,47.9,51.4,54.7,59.5,64.6,70.3,73.9,76.6,80.0
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.062474386,0.310128582,1.847472089,3.363239668,6.987069365,9.972765285,10.5391,11.1214,11.4195,15.9371,17.0631,20.0882,29.4,34.0,39.3,41.8,46.4,51.4047,54.4538,57.69,61.4625,64.5708,66.4,70.3224,80.7268,83.3515,85.471,87.6444,89.873,
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.784728502,1.163193726,1.724202539,2.271673294,4.862780635,9.237088297,16.41935296,21.61640097,30.09319659,35.84872446,43.0792,49.0808,58.7854,61.6971,64.7583,67.9681,68.9312,75.0,74.0,71.0,71.69,69.7295,74.7,71.4,73.0,74.5542,85.5444,87.2749,88.4989,89.4303,96.5768,96.7792,97.1299,
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.001527093,0.004285074,0.010536935,0.020754437,0.030688343,0.484347,0.597568,1.08194,1.9126,2.59373,3.34351,6.38832,7.4906,9.08011,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7913,48.7,55.2,70.4,71.1,76.5904,83.9,89.0136
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.128634622,0.483248317,0.926371957,1.853997683,2.7820023,3.24504,5.09481,5.54959,6.46227,7.37117,9.19828,12.0,16.0,21.0,31.0,33.7,36.7,40.0,43.5,47.4,49.4,51.5,53.7,56.0,73.9683,77.4269,78.7228,77.7418,
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.012082134,0.041587233,0.055486978,0.122214848,0.24826058,0.390959318,1.383990391,2.839825767,3.3596,4.636,4.91045,7.49996,8.40447,12.553,15.2247,20.83,25.88,32.7,37.37,40.22,49.0501,54.9,57.0,58.0,60.0,61.6,,,,,,
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.8857,,,,,,,36.0,37.0,37.4,37.6,,,,77.7014,77.7043,,,,,,
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.940645283,2.801957634,4.647185664,6.948368986,9.245220221,11.07460593,13.8151,18.3758,27.4944,27.4291,27.377,27.3443,27.3326,27.3393,27.3618,27.3965,31.22,35.6,40.5479,45.3,50.07,54.8391,59.6083,64.3775,,,,,,
Viet Nam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.000134813,0.003981962,0.013078543,0.128926663,0.254248,1.26565,1.855,3.78028,7.64241,12.7399,17.2546,20.7554,23.92,26.55,30.65,35.07,36.8,38.5,41.0,45.0,53.0,58.14,69.8479,68.6616,70.3,74.21,78.59,78.08
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.056845636,0.139505815,0.274185942,0.538300048,2.10834,2.83057,3.51004,3.9033,4.7466,5.08233,5.85059,6.8,7.26912,7.5,8.0,9.2,10.598,11.3,18.8,22.3514,24.0,30.8,39.5,50.7305,64.286,68.612,69.8888,
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.04882469308367077,0.07881051648060201,0.12518632906821636,0.1790066795612269,0.3605081489994313,0.6830820605320996,1.326567157770976,2.042697057650039,3.1405795977232165,4.632902784256467,6.720288037860272,8.022650612751093,10.478108845676696,12.161165119034187,14.037433573131803,15.6,17.3,20.3,22.8,25.4,28.5,31.0,33.5,35.4,37.5,39.9,42.9,45.4,48.6,53.2,59.3,62.2,64.4,67.4
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,,0.174571863,0.230359015,0.285308333,0.566393,1.6899,2.24483,2.79963,3.07553,3.35259,4.46917,4.74998,5.03162,6.0,7.0,11.0,12.9225,15.3,21.2,25.407,31.7,39.4,49.1,61.2106,69.9561,76.2853,75.2869,
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8936,89.443,,,,,
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.000621081,0.015025295,0.023323243,0.056628675,0.0825004,0.0908025,0.518796,0.604734,0.881223,1.0486,1.24782,5.01,6.89,9.96,12.35,14.905,17.4465,20.0,22.55,24.0854,24.5792,26.7184,,,13.8152,14.8881,17.6948,
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.013283591,0.038869106,0.113747184,0.246905533,0.676740104,0.841882931,1.632093791,2.906220867,4.116249583,5.34856,6.34662,6.71032,7.00769,8.42512,7.48854,7.60714,8.06538,8.43,10.0,24.0,33.97,41.0,46.5,49.0,51.9191,54.0,56.1674,62.4,69.6969,72.1128,74.1534,74.703,
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.006776105,0.008783623,0.009069176,0.009329658,0.030226183,0.147053172,0.191072,0.23313,0.477751,0.980483,1.1,1.3,1.6,1.9,2.2,2.5,3.0,3.5,4.1,4.8,6.5,8.8,10.3,12.2,14.3,18.7,24.4992,26.9505,31.2342,
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,0.0,0.0,0.0,0.00173928,0.00768354,0.016790484,0.033080327,0.081648476,0.161675528,0.401434,0.799846,1.1,1.8,2.1,2.4,2.4,3.0,3.5,4.0,6.4,8.4,12.0,15.5,16.3647,22.7428,23.12,24.4,25.0,26.5883,29.2986,32.4616,32.5615,
